Wight King with Black Axe,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-wightking-blackaxe-en.pdf,Deathrattle,1,,120,
Legion of Death,,Battalion,Formation,,110,
Castellans of the Crimson Keep,,Battalion,Formation,,90,
Court of Nulahmia,,Battalion,Formation,,70,
Deathmarch,,Battalion,Formation,,110,
Lords of Sacrament,,Battalion,Formation,,70,
Nightfall Pack,,Battalion,Formation,,140,
The First Cohort,,Battalion,Formation,,160,
Skeleton Warriors,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-skeleton-warriors-en.pdf,Deathrattle Summonable - Battleline,10,40,80,280
Black Knights,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-black-knights-en.pdf,Deathrattle Summonable,5,20,120,
Crypt Ghouls,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-crypt-ghouls-en.pdf,Battleline,10,40,100,360
Abhorrant Ghoul King on Terrorgheist,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-abhorrant-ghoul-king-terrorgheist-en.pdf,Behemoth,1,,400,
Abhorrant Ghoul King on Zombie Dragon,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-abhorrant-ghoul-king-zombie-dragon-en.pdf,Behemoth,1,,440,
Terrorgheist,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-terrorgheist-en.pdf,Behemoth,1,,300,
Zombie Dragon,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-zombie-dragon-en.pdf,Behemoth,1,,300,
Crypt Horrors,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-crypt-horrors-en.pdf,Flesh Eater Courts Battleline (Crypt Haunter Courtier General),3,12,160,
Crypt Flayers,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-crypt-flayers-en.pdf,Flesh Eater Courts Battleline (Crypt Infernal Courtier General),3,12,160,
Abhorrant Ghoul King,,,1,,120,
Crypt Ghast Courtier,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-crypt-ghouls-en.pdf,,1,,80,
Crypt Haunter Courtier,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-crypt-haunter-courtier-en.pdf,,1,,120,
Crypt Infernal Courtier,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-crypt-infernal-courtier-en.pdf,,1,,140,
Varghulf Courtier,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-varghulf-courtier-en.pdf,,1,,160,
Bat swarms,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-bat-swarm-en.pdf,Soulblight Summonable,2,8,80,
Fell Bats,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-fell-bats-en.pdf,Soulblight Summonable,3,12,80,
Vampire Lord,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-vampire-lord-en.pdf,Soulblight Vampire Wizard,1,,140,
Vargheists,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-vargheists-en.pdf,Soulblight,3,12,160,
Coven Throne,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-coven-throne-en.pdf,Soulblight Vampire Wizard - Behemoth,1,,260,
Bloodseeker Palanquin,https://www.games-workshop.com/resources/PDF/Downloads//ENG%20Bloodseeker%20Palanquin.pdf,Soulblight Vampire Wizard - Behemoth,1,,320,
Vampire Lord on Zombie Dragon,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-vampire-lord-zombiedragon-en.pdf,Soulblight Vampire Wizard - Behemoth,1,,440,
Prince Vhordrai,https://www.games-workshop.com/resources/PDF/Downloads//ENG%20Prince%20Vhordrai.pdf,Soulblight Vampire Wizard - Unique Behemoth,1,,480,
Blood Knights,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-blood-knights-en.pdf,Soulblight - Soulblight Battleline,5,15,260,
Abattoir,,Battalion,Formation,,110,
Attendants at Court,,Battalion,Formation,,150,
Deadwatch,,Battalion,Formation,,210,
Flesh-eater Court,,Battalion,Formation,,120,
Ghoul Patrol,,Battalion,Formation,,150,
King's Ghouls,,Battalion,Formation,,90,
Royal Family,,Battalion,Formation,,110,
Royal Menagerie,,Battalion,Formation,,110,
Royal Mordants,,Battalion,Formation,,70,
Black Coach,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-black-coach-en.pdf,Nighthaunt,1,,120,
Cairn Wraith,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-cairn-wraith-en.pdf,Nighthaunt,1,,60,
Hexwraiths,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-hexwraiths-en.pdf,Nighthaunt Summonable - Nighthaunt Battleline,5,20,160,
Tomb Banshee,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-tomb-banshee-en.pdf,Nighthaunt,1,,80,
Spirit Hosts,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-nighthaunt-spirithosts-en.pdf,Nighthaunt Summonable - Nighthaunt Battleline,3,12,120,
Cogsmith,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-duardin-cogmsith-en.pdf,,1,,100,
Cannon,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-duardin-cannon-en.pdf,Artillery,1,,180,
Duardin Bolt Thrower,,Artillery,1,,120,
Flame Cannon,,Artillery,1,,200,
Grudge Thrower,,Artillery,1,,180,
Organ Gun,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-duardin-organ-gun-en.pdf,Artillery,1,,120,
Artillery Detachment,,Battalion,Formation,,140,
Dispossessed Artillery Battery,,Battalion,Formation,,40,
Dispossessed Clan Throng,,Battalion,Formation,,60,
Forge Brethren,,Battalion,Formation,,130,
Grand Fyrd,,Battalion,Formation,,180,
Greyfyrd Lodge,,Battalion,Formation,,100,
Vostarg Lodge,,Battalion,Formation,,120,
Grudgebound War Throng,,Battalion,Formation,,160,
Lords of the Lodge,,Battalion,Formation,,90,
Warrior Kinband,,Battalion,Formation,,90,
Longbeards,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-longbeards-en.pdf,Battleline,10,30,120,300
Vulkite Berzerkers,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-vulkite-berzerkers-en.pdf,Battleline,10,30,120,330
Warriors ,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-duardin-warriors-en.pdf,Battleline,10,40,80,280
Auric Runefather on Magmadroth,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-auric-runefather-magmadroth-en.pdf,Behemoth,1,,260,
Auric Runesmiter on Magmadroth,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-auric-runesmiter-magmadroth-en.pdf,Behemoth,1,,200,
Auric Runeson on Magmadroth,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-auric-runeson-magmadroth-en.pdf,Behemoth,1,,240,
Hearthguard Berzerkers,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-hearthguard-berzerkers-en.pdf,Fyreslayer Battleline (Runefather General),5,30,100,480
Auric Hearthguard,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-auric-hearthguard-en.pdf,Fyreslayer Battleline (Runemaster General),5,30,100,480
Belegar Ironhammer,,Unique ,1,,140,
Grimm Burloksson,,Unique ,1,,100,
Warden King on Throne of Power,,,1,,220,
Far-ranger,,,1,,100,
Apprentice Runesmith,,,1,,70,
Runelord on Anvil of Doom,,,1,,140,
Ungrim Ironfist the Slayer King,,Unique ,1,,100,
Auric Runefather,,,1,,80,
Auric Runemaster,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-auric-runemaster-en.pdf,,1,,80,
Auric Runesmiter,,,1,,80,
Auric Runeson,,,1,,80,
Battlesmith,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-fyreslayers-battlesmith-en.pdf,,1,,80,
Doomseeker,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls//aos-doomseeker-en.pdf,,1,,80,
Dwarf Engineer,,,1,,80,
Dwarf Lord with Shieldbearers,,,1,,160,
Grimwrath Berzerker,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-fyreslayers-grimwrath-berzerker-en.pdf,,1,,80,
Gyrobombers,https://www.games-workshop.com/resources/PDF/Downloads/Gyrobombers.pdf,,1,,80,
Gyrocopters,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-duardin-gyropcopter-en.pdf,,1,,80,
Hammerers,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-hammerers-en.pdf,Dispossessed Battleline,10,30,180,480
Ironbreakers,https://www.games-workshop.com/resources/PDF/Downloads/ironbreakers-en.pdf,,10,30,160,400
Irondrakes,https://www.games-workshop.com/resources/PDF/Downloads/irondrakes-en.pdf,,10,30,200,
Miners,,,10,30,120,
Quarrellers,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-quarrellers-en.pdf,,10,30,120,
Runelord,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-runelord-en.pdf,,1,,80,
Slayers,,,5,30,60,
Thane with Battle Standard,,,1,,80,
Thunderers,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-thunderers-en.pdf,,10,30,120,
Unforged,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-duardin-unforged-en.pdf,,1,,100,
Warden King,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-warden-king-en.pdf,,1,,120,
Greatcannon,,Artillery,1,,180,
Helblaster Volley Gun,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-helblaster-volley-gun-en.pdf,Artillery,1,,120,
Helstorm Rocket Battery,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-helstorm-rocket-battery-en.pdf,Artillery,1,,180,
Field Mortar,,Artillery,1,,140,
Freeguild Regiment,,Battalion,Formation,,200,
Pilgrimage of Wrath,,Battalion,Formation,,160,
War Council,,Battalion,Formation,,250,
Freeguild Archers,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-freeguild-archers-en.pdf,Battleline,10,30,100,
Freeguild Crossbowmen,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-freeguild-crossbowmen-en.pdf,Battleline,10,30,100,
Freeguild Guard,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-freeguild-guard-en.pdf,Battleline,10,40,80,280
Freeguild Handgunners,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-freeguild-handgunners-en.pdf,Battleline,10,30,100,
Battlemage on Griffon,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-battlemage-griffon-en.pdf,Behemoth,1,,260,
Celestial Hurricanum,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-celestial-hurricanum-en.pdf,Behemoth,1,,380,
Celestial Hurricanum with Celestial Battlemage,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-celestial-hurricanum-en.pdf,Behemoth,1,,380,
Freeguild General on Griffon,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-freeguild-general-griffon-en.pdf,Behemoth,1,,260,
Luminark of Hysh,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-luminark-hysh-en.pdf,Behemoth,1,,240,
Luminark of Hysh with White Battlemage,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-luminark-hysh-en.pdf,Behemoth,1,,240,
Steam Tank,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-steam-tank-en.pdf,Behemoth,1,,280,
War Altar of Sigmar,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-war-altar-sigmar-en.pdf,Behemoth,1,,250,
Flagellants,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-flagellants-en.pdf,Devoted of Sigmar Battleline,10,40,80,260
Battlemage on Pegasus,,,1,,160,
Battlemage,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-battlemage-en.pdf,,1,,100,
Brotherhood of Knights,,,,,80,
Demigryph Knights,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-demigryph-knights-en.pdf,Free Peoples Battleline,3,12,160,
Knights of Order,,,5,30,140,
Excelsior Warpriest,,,1,,80,
Freeguild General,,,1,,100,
Freeguild Greatswords,,Free Peoples Battleline,10,30,150,420
Freeguild Outriders,,,5,20,130,
Freeguild Pistoliers,,,5,20,130,
Grand Master,,,1,,100,
Gunmaster,,,1,,80,
Kurt Helborg,,,1,,100,
Ludwig Schwarzhelm,,,1,,100,
Luthor Huss Prophet of Sigmar,,,1,,100,
Marius Leitdorf,,,1,,100,
Huntmarshal,,,1,,80,
Engineer on Mechanical Steed,,,1,,80,
Reiksguard Knights,,,5,,140,
State Troop Detachment,,,,,120,
Valten,,,1,,120,
Volkmar the Grim,,,1,,100,
Warrior Priest,,,1,,80,
Witch Hunter,,,1,,60,
Highborn Repeater Bolt Thrower,,Artillery,1,,120,
Dragon Host,,Batallion,Formation,,80,
Glittering Host,,Batallion,Formation,,60,
Dragonlord Host,,Battalion,Formation,,180,
Guardians of the Dawnspire,,Battalion,Formation,,40,
Spyreheart Warhost,,Battalion,Formation,,200,
Highborn Spearmen,,Battleline,10,40,80,
Highborn Silver Helms,,Battleline,5,20,140,
Anointed Of Asuryan On Flamespyre Phoenix,,Behemoth,1,,240,
Dragonlord,,Behemoth,1,,340,
Drakeseer,,Behemoth,1,,300,
Flamespyre Phoenix,,,1,,240,
High Elf Prince on Griffon,,Behemoth,1,,220,
Anointed Of Asuryan On Frostheart Phoenix,,Behemoth ,1,,240,
Frostheart Phoenix,,,1,,240,
Archmage,,Eldritch Council,1,,120,
Loremaster,,Eldritch Council,1,,100,
Archmage on Dragon,,Eldritch Council - Behemoth,1,,320,
Swordmasters,,Eldritch Council Battleline,10,30,180,480
Dragon Blades,,Order Draconis Battleline,5,20,140,
Phoenix Guard,,Phoenix Temple Battleline,10,30,160,420
Chariots,,Swifthawk Agents,1,3,80,
Skycutters,,Swifthawk Agents,1,3,120,
Skywarden,,Swifthawk Agents,1,,160,
Reavers,,Swifthawk Agents - Battleline,5,20,160,
High Warden,,Swifthawk Agents - Behemoth,1,,220,
Shadow Warriors,,Swifthawk Agents Battleline,10,30,200,500
Spireguard,,Swifthawk Agents Battleline,10,30,120,300
Alarielle the Radiant,,Unique ,1,,200,
Alith Anar the Shadow King,,Unique ,1,,120,
Caradryan,,Unique ,1,,100,
Korhil,,Unique ,1,,80,
Prince Althran,,Unique ,1,,80,
Teclis,,Unique ,1,,200,
Tyrion,,Unique ,1,,260,
Eltharion on Stormwing,,Unique Behemoth,1,,340,
Prince Imrik Dragonlord,,Unique Behemoth,1,,440,
Anointed,,,1,,80,
Dragon Noble,,,1,,100,
Great Eagles,,,1,3,60,
Handmaiden of the Everqueen,,,1,,100,
Highborn Archers,,,10,30,100,
Seawarden on Foot,,,1,,100,
White Lion Chariots,,,1,3,100,
White Lions,,,10,30,140,360
Deathshrieker Rocket Launcher,,Artillery,1,,120,
Dreadquake Mortar,,Artillery,1,,160,
Magma Cannon,,Artillery,1,,140,
Blackshard Warhost,,Batallion,,,180,
Hashut's Wrath Artillery Train,,Batallion,,,200,
Bull Centaur Renders,,Legion of Azgorh Battleline (Shar'tor General),3,12,180,640
Infernal Guard Fireglaives,,Legion of Azgorh Battleline,10,30,100,
Infernal Guard Ironsworn,,Battleline,10,30,100,240
Chaos Siege Gargant,,Behemoth,1,,200,
Iron Daemon War Engine,,Behemoth,1,,180,
Skullcracker War Engine,,Behemoth,1,,200,
Shar'tor the Executioner,,Unique ,1,,220,
Drazhoath the Ashen,,Unique Behemoth,1,,320,
Bull Centaur Taur'ruk,,,1,,160,
Daemonsmith,,,1,,100,
Infernal Guard Battle Standard Bearer,,,1,,100,
Infernal Guard Castellan,,,1,,120,
K'daai Fireborn,,,3,12,160,560
Razordons,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-razordon-en.pdf,Artillery,1,4,40,
Salamanders,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-salamander-en.pdf,Artillery,1,4,40,
Saurus Host,,Batallion,Formation,,140,
Skink Patrol,,Batallion,Formation,,140,
Bloodclaw Starhost,,Battalion,Formation,,200,
Eternal Starhost,,Battalion,Formation,,130,
Dracothion's Tail,,Battalion,Formation,,60,
Fangs of Sotek,,Battalion,Formation,,100,
Firelance Starhost,,Battalion,Formation,,110,
Heavenswatch Starhost,,Battalion,Formation,,200,
Shadowstrike Starhost,,Battalion,Formation,,170,
Starbeast Constellation,,Battalion,Formation,,220,
Sunclaw Starhost,,Battalion,Formation,,130,
Thunderquake Starhost,,Battalion,Formation,,170,
Saurus Warriors,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-sauruswarriors-en.pdf,Battleline,10,40,100,360
Skinks,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-skinks-en.pdf,Battleline,10,40,60,200
Bastiladon,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-bastiladon-en.pdf,Behemoth,1,1,280,
Saurus Oldblood on Carnosaur,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-oldbloodcarnosaur-en.pdf,Behemoth,1,1,280,
Saurus Scar-Veteran on Carnosaur,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-veterancarnosaur-en.pdf,Behemoth,1,1,240,
Stegadon,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-stegadon-en.pdf,Behemoth,1,1,240,
Troglodon,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-troglodon-en.pdf,Behemoth,1,1,180,
Skink Priest,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-skinkpriest-en.pdf,Priest,1,1,80,
Skink Starpriest,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-skinkstarpriest-en.pdf,Priest,1,1,80,
Engine of the Gods,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-engineofthegods-en.pdf,Priest - Behemoth,1,1,220,
Saurus Guard,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-saurusguard-en.pdf,Seraphon Battleline,5,20,100,
Saurus Knights,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-saurusknights-en.pdf,Seraphon Battleline,5,20,100,
Saurus Astrolith Bearer,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-astrolithbearer-en.pdf,Totem,1,1,160,
Lord Kroak,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-lordkroak-en.pdf,Unique ,1,1,450,
Chameleon Skink Stalker,,,1,1,100,
Skink Prophet,,,1,1,80,
Chameleon Skinks,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-chameleonskinks-en.pdf,,5,20,120,
Celestial Swarms,,,2,8,120,
Kroxigor,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-kroxigor-en.pdf,,3,12,160,
Ripperdactyl Riders,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-ripperdactylriders-en.pdf,,3,12,140,
Saurus Eternity Warden,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-eternitywarden-en.pdf,,1,1,140,
Saurus Oldblood,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-saurusoldblood-en.pdf,,1,1,120,
Saurus Scar-Veteran on Cold One,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-veterancoldone-en.pdf,,1,1,100,
Saurus Sunblood,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-saurussunblood-en.pdf,,1,1,120,
Skink Chief,,,1,1,60,
Skink Handlers,,,3,12,40,
Skink Starseer,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-skinkstarseer-en.pdf,,1,1,200,
Slann Starmaster,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-slannstarmaster-en.pdf,,1,1,260,
Terradon Riders,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-terradonriders-en.pdf,,3,12,120,
Squig Gobba,,Artillery,1,,140,
Fimir Warriors,,Battleline (Fimir Dirach Balefield General),3,12,120,
Basilisk,,Behemoth,1,,280,
Bonegrinder Gargant,,Behemoth,1,,420,
Brood Horror,,Behemoth,1,,140,
Carmine Dragon,,Behemoth,1,,440,
Colossal Squig,,Behemoth,1,,300,
Curs'd Ettin,,Behemoth,1,,200,
Dread Saurian,,Behemoth,1,,380,
Dreadmaw,,Behemoth,1,,440,
Incarnate Elemental of Beasts,,Behemoth,1,,300,
Incarnate Elemental of Wrath,,Behemoth,1,,300,
Magma Dragon,,Behemoth,1,,520,
Merwyrm,,Behemoth,1,,300,
Preyton,,Behemoth,1,,160,
Rogue Idol,,Behemoth,1,,400,
Skaven Warlord on Brood Horror,,Behemoth,1,,220,
Troggoth Hag,,Behemoth,1,,360,
Warpfire Dragon,,Behemoth,1,,200,
Mourngul,,Nighthaunt - Behemoth,1,,350,
Fimir Dirach Balefield,,,1,,140,
Skin Wolves,,,3,12,120,
Wolf Rats,,,5,20,100,
Icebrow Hunter,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/Beastclaw_Raiders//aos-warscroll-icebrow-hunter-en.pdf,Beastclaw Raiders,1,,140,
Frostlord on Stonehorn,,Beastclaw Raiders - Behemoth,1,,460,
Frostlord on Thundertusk,,Beastclaw Raiders - Behemoth,1,,460,
Huskard on Stonehorn,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/Beastclaw_Raiders//aos-warscroll-huskard-on-stonehorn-en.pdf,Beastclaw Raiders - Behemoth,1,,380,
Huskard on Thundertusk,,Beastclaw Raiders - Behemoth,1,,380,
Alfrostun,,Beastclaw Raiders - Battalion,Formation,,140,
Braggoth's Beast Hammer,,Beastclaw Raiders - Battalion,Formation,,260,
Eurlbad,,Beastclaw Raiders - Battalion,Formation,,160,
Jorlbad,,Beastclaw Raiders - Battalion,Formation,,120,
Olwyr Alfrostun,,Beastclaw Raiders - Battalion,Formation,,220,
Skal,,Beastclaw Raiders - Battalion,Formation,,110,
Svard Alfrostun,,Beastclaw Raiders - Battalion,Formation,,180,
Torrbad,,Beastclaw Raiders - Battalion,Formation,,160,
Mournfang Pack,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/Beastclaw_Raiders//aos-warscroll-mournfang-pack-en.pdf,Beastclaw Raiders - Beastclaw Raiders Battleline,2,12,160,
icefall Yhetees,,Beastclaw Raiders - Beastclaw Raiders Battleline (Frostlord on Thundertusk General),3,12,120,
Frost Sabres,,Beastclaw Raiders - Beastclaw Raiders Battleline (Icetooth Hunter General),2,12,40,
Stonehorn Beastriders,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/Beastclaw_Raiders//aos-warscroll-stonehorn-beastriders-en.pdf,Beastclaw Raiders - Behemoth - Beastclaw Raiders Battleline,1,1,360,
Thundertusk Beastriders,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/Beastclaw_Raiders//aos-warscroll-thundertusk-beastriders-en.pdf,Beastclaw Raiders - Behemoth - Beastclaw Raiders Battleline,1,1,360,
Firebelly,,Firebellies,1,,140,
Butcher,,Gutbusters,1,,140,
Gorgers,,Gutbusters,1,,60,
Grots,,Gutbusters,20,60,100,270
Ironguts,,Gutbusters - Gutbusters Battleline,3,12,200,
Tyrant,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-ogor-tyrant-en.pdf,Gutbusters,1,,160,
Grot Scraplauncher,,Gutbusters - Artillery,1,,130,
Ironblaster,,Gutbusters - Artillery,1,,140,
Ogors,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-ogors-en.pdf,Gutbusters - Battleline,3,12,120,400
Leadbelchers,,Gutbusters - Gutbusters Battleline,3,12,140,
Maneaters,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls/aos-warscroll-ogor-maneaters-en.pdf,Maneaters,3,12,220,
Bruiser Standard Bearer,,Ogre Kingdoms,1,,140,
Beastclaw Avalanche,,Ogre Kingdoms - Battalion,Formation,,120,
Gutbuster Wartribe,,Ogre Kingdoms - Battalion,Formation,,60,
Bragg the Gutsman,,Ogre Kingdoms - Unique ,1,,120,
Golgfag Maneater,,Ogre Kingdoms - Unique ,1,,140,
Overtyrant,,Ogre Kingdoms,1,,160,
Skrag the Slaughterer,,Ogre Kingdoms - Unique ,1,,120,
Aleguzzler Gargant,,Aleguzzler Gargants - Behemoth,1,,170,
Maniak Weirdnob,,Bonesplitterz Wizard,1,,120,
Savage Big Boss,,Bonesplitterz,1,,120,
Savage Big Stabbas,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls//aos-warscroll-savage-orruks-en-2016.pdf,Bonesplitterz,2,8,100,
Savage Orruk Arrowboys,,Bonesplitterz - Bonesplitterz Battleline,10,30,120,
Savage Orruk Morboys,,Bonesplitterz - Bonesplitterz Battleline,10,30,120,300
Wardokk,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls//aos-warscroll-wardokk-en.pdf,Bonesplitterz Wizard,1,,100,
Wurrgog Prophet,https://www.games-workshop.com/resources/PDF/AoS_Warscrolls//aos-warscroll-wurrgog-prophet-en.pdf,Bonesplitterz Wizard,1,,140,
Bonegrinz Warclan,,Bonesplitterz - Battalion,Formation,,140,
Brutal Rukk,,Bonesplitterz - Battalion,Formation,,140,
Drakkfoot Warclan,,Bonesplitterz - Battalion,Formation,,160,
Icebone Warclan,,Bonesplitterz - Battalion,Formation,,200,
Kop Rukk,,Bonesplitterz - Battalion,Formation,,200,
Kunnin' Rukk,,Bonesplitterz - Battalion,Formation,,160,
Savage Warclan,,Bonesplitterz - Battalion,Formation,,60,
Snaga Rukk,,Bonesplitterz - Battalion,Formation,,140,
Teef Rukk,,Bonesplitterz - Battalion,Formation,,90,
Savage Orruks,,Bonesplitterz - Battleline,10,30,120,300
Savage Boarboy Maniaks,,Bonesplitterz - Bonesplitterz Battleline,5,20,160,
Savage Boarboyz,,Bonesplitterz - Bonesplitterz Battleline,5,20,120,
Gitmob Grot Shaman,,Gitmob Grots,1,,80,
Grot Wolf Chariots,,Gitmob Grots - Gitmob Grots Battleline,1,6,40,
Nasty Skulkers,,Gitmob Grots,3,9,40,
Snotling Pump Wagons,,Gitmob Grots,1,3,60,
Snotlings,,Gitmob Grots,2,10,40,
Doom Diver Catapult,,Gitmob Grots - Artillery,1,,120,
Grot Rock Lobber,,Gitmob Grots - Artillery,1,,100,
Grot Spear Chukka,,Gitmob Grots - Artillery,1,,120,
Gitmob Grots,,Gitmob Grots - Battleline,20,60,100,270
Grot Wolf Riders,,Gitmob Grots - Gitmob Grots Battleline,5,30,100,500
Orruk Boar Chariots,,Greenskinz - Greenskinz Battleline,1,3,80,
Orruk Great Shaman,,Greenskinz,1,,120,
